 Text, Emotion
Saya merasa kesal karena tata usaha kampus tidak responsif terhadap pertanyaan saya.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus yang lambat dan kurang informatif.,Kecewa
Pelayanan tata usaha kampus telah memenuhi harapan saya dengan baik.,Senang
Saya senang dengan keramahan dan keramahan staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar dan tidak terlalu mencolok.,Biasa Saja
Tata usaha kampus sering membuat saya kesal dengan keputusan administratif mereka.,Kesal
Saya merasa kecewa  dengan pelayanan lambat dan kurang profesional dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus telah melampaui harapan saya dan sangat membantu.,Senang
Saya sangat senang dengan kecepatan dan efisiensiPelayanan tata usaha kampus.,Puas
Pelayanan tata usaha kampus cukup standar dan tidak terlalu menonjol.,Biasa Saja
Saya kesal karena tata usaha kampus sering memperlambat proses pendaftaran mahasiswa baru.,Kesal
Saya merasa sangat kecewa denganPelayanan tata usaha kampus yang tidak memadai.,Kecewa
Pelayanan tata usaha kampus sungguh memuaskan mereka sangat responsif terhadap pertanyaan dan permintaan saya.,Senang
Saya merasa senang dan lega dengan bantuan yang diberikan oleh staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang menonjol atau buruk.,Biasa Saja
Saya kesal karena tata usaha kampus sering terlambat memberikan informasi penting.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus yang lambat dan tidak membantu.,Kecewa
Pelayanan tata usaha kampus sangat baik dan membantu dalam menyelesaikan masalah saya.,Senang
Saya senang dengan sikap ramah dan profesionalitas staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang menarik perhatian.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengabaikan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan pelayanan yang lambat dan kurang proaktif dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus luar biasa mereka selalu siap membantu dan memberikan solusi terbaik.,Senang
Saya merasa senang dengan respon cepat dan tepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampusbiasa saja tidak ada yang istimewa untuk dicatat.,Biasa Saja
Saya kesal karena tata usaha kampus sering membuatkesalahan dalam proses administrasi.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus yang lambat dan tidak efektif.,Kecewa
Pelayanan tata usaha kampus selalu memberikan solusi yang memuaskan dan cepat untuk setiap masalah.,Senang
Saya senang dengan tingkat responsivitas dan kesigapan staf tata usaha kampus dalam membantu mahasiswa.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang terlalu menonjol dari yang lain.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengalami kendala teknis dalam sistem mereka.,Kesal
Saya sangat kecewa dengan tingkat keefektifanPelayanan tata usaha kampus yang kurang memuaskan.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan menyediakan solusi yang baik untuk setiap permasalahan.,Senang
Saya merasa senang dengan pelayanan ramah dan informatif dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong standar dan tidak memiliki hal yang unik.,Biasa Saja
Saya kesal dengan ketidakefisienan sistem tata usaha kampus yang membuat proses menjadi lambat.,Kesal
Saya merasa kecewa  dengan tingkat komunikasi yang buruk dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat baik mereka memberikan respon yang cepat dan tepat.,Senang
Saya senang dengan pelayanan yang ramah dan mendukung dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang terlalu menonjol.,Biasa Saja
Saya kesal karena tata usaha kampus sering kali lalai dalam menanggapi keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan tingkat ketidakprofesionalan staf tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang sangat memuaskan dan membantu saya.,Senang
Saya senang dengan pelayanan cepat dan efisien dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang istimewa.,Biasa Saja
Saya kesal karena tata usaha kampus sering memperlambat proses administrasi.,Kesal
Saya Sangat kecewa dengan tingkat responsivitas tata usaha kampus yang rendah.,Kecewa
Pelayanan di tata usaha kampus sangat membantu dan memuaskan.,Senang
Saya merasa senang dengan pelayanan cepat dan tepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja tidak ada yang luar biasa.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan memberikan solusi dengan baik.,Senang
Saya senang dengan pelayanan ramah dan sigap dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampusbiasa saja tidak ada yang terlalu menonjol.,Biasa Saja
Saya kesal karena tata usaha kampus seringkali tidak merespons dengan cepat.,Kesal
Saya merasa kecewa  denganPelayanan tata usaha kampus yang kurang memuaskan.,Kecewa
Pelayanan tata usaha kampus sangat baik dan membantu.,Senang
Saya senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang memuaskan dan efisien.,Senang
Saya merasa senang denganPelayanan tata usaha kampus yang ramah dan terpercaya.,Puas
Pelayanan tata usaha kampus tergolongbiasa saja tidak ada yang menarik perhatian.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengalamikesalahan dalam pengarsipan data.,Kesal
Saya sangat kecewa dengan ketidakprofesionalanPelayanan tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan memberikan solusi yang baik.,Senang
Saya senang dengan pelayanan ramah dan informatif dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong standar dan tidak memiliki hal yang unik.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengabaikan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan pelayanan yang lambat dan kurang proaktif dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus luar biasa mereka selalu siap membantu dan memberikan solusi terbaik.,Senang
Saya merasa senang dengan respon cepat dan tepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang istimewa untuk dicatat.,Biasa Saja
Saya kesal karena tata usaha kampus sering kali lalai dalam menanggapi keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan tingkat ketidak profesionalan staf tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang sangat memuaskan dan membantu saya.,Senang
Saya senang dengan pelayanan cepat dan efisien dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang istimewa.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang memuaskan dan efisien.,Senang
Saya merasa senang denganPelayanan tata usaha kampus yang ramah dan terpercaya.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang menarik perhatian.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengalamikesalahan dalam pengarsipan data.,Kesal
Saya sangat kecewa dengan ketidakprofesionalanPelayanan tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan memberikan solusi yang baik.,Senang
Saya senang dengan pelayanan ramah dan informatif dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong standar dan tidak memiliki hal yang unik.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengabaikan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan pelayanan yang lambat dan kurang proaktif dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus luar biasa mereka selalu siap membantu dan memberikan solusi terbaik.,Senang
Saya merasa senang dengan respon cepat dan tepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang istimewa untuk dicatat.,Biasa Saja
Saya kesal karena tata usaha kampus sering kali lalai dalam menanggapi keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan tingkat ketidak profesionalan staf tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang sangat memuaskan dan membantu saya.,Senang
Saya senang dengan pelayanan cepat dan efisien dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang istimewa.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus memberikan solusi yang memuaskan dan efisien.,Senang
Saya merasa senang denganPelayanan tata usaha kampus yang ramah dan terpercaya.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang menarik perhatian.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengalamikesalahan dalam pengarsipan data.,Kesal
Saya sangat kecewa dengan ketidakprofesionalanPelayanan tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan memberikan solusi yang baik.,Senang
Saya senang dengan pelayanan ramah dan informatif dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong standar dan tidak memiliki hal yang unik.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengabaikan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan pelayanan yang lambat dan kurang proaktif dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus luar biasa mereka selalu siap membantu dan memberikan solusi terbaik.,Senang
Saya merasa senang dengan respon cepat dan tepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang istimewa untuk dicatat.,Biasa Saja
Saya kesal karena tata usaha kampus sering kali lalai dalam menanggapi keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan tingkat ketidak profesionalan staf tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang sangat memuaskan dan membantu saya.,Senang
Saya senang dengan pelayanan cepat dan efisien dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang istimewa.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha,Puas
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha,Puas
Pelayanan tata usaha kampus memberikan solusi yang memuaskan dan efisien.,Senang
Saya merasa senang denganPelayanan tata usaha kampus yang ramah dan terpercaya.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang menarik perhatian.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengalamikesalahan dalam pengarsipan data.,Kesal
Saya sangat kecewa dengan ketidakprofesionalanPelayanan tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan memberikan solusi yang baik.,Senang
Saya senang dengan pelayanan ramah dan informatif dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong standar dan tidak memiliki hal yang unik.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengabaikan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan pelayanan yang lambat dan kurang proaktif dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus luar biasa mereka selalu siap membantu dan memberikan solusi terbaik.,Senang
Saya merasa senang dengan respon cepat dan tepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus biasa saja tidak ada yang istimewa untuk dicatat.,Biasa Saja
Saya kesal karena tata usaha kampus sering kali lalai dalam menanggapi keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan tingkat ketidak profesionalan staf tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang sangat memuaskan dan membantu saya.,Senang
Saya senang dengan pelayanan cepat dan efisien dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang istimewa.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan sangat baik dan memuaskan.,Senang
senang dengan respons cepat dari tata usaha kampus.,Puas
Pelayanan tata usaha kampus standar saja.,Biasa Saja
Tata usaha kampus kurang responsif dan membuat kesal.,Kesal
Sangatkecewa dengan penanganan administrasi yang lambat.,Kecewa
Pelayanan tata usaha kampus memberikan solusi yang memuaskan dan efisien.,Senang
Saya merasa senang denganPelayanan tata usaha kampus yang ramah dan terpercaya.,Puas
Pelayanan tata usaha kampus tergolong biasa saja tidak ada yang menarik perhatian.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengalamikesalahan dalam pengarsipan data.,Kesal
Saya sangat kecewa dengan ketidakprofesionalanPelayanan tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan memberikan solusi yang baik.,Senang
Saya senang dengan pelayanan ramah dan informatif dari staf tata usaha kampus.,Puas
Pelayanan tata usaha kampus tergolong standar dan tidak memiliki hal yang unik.,Biasa Saja
Saya kesal karena tata usaha kampus sering mengabaikan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan pelayanan yang lambat dan kurang proaktif dari tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus luar biasa mereka selalu siap membantu dan memberikan solusi terbaik.,Senang
